,0,1,2,3,4,5,6,7,8,9,10,11,join_selectivity
1649,17513,2.71e-06,0.00141,0.00192,1.654,1.651,20348,2.39e-06,0.00158,0.00151,1.6769999999999998,1.653,0.9999184379654459
1650,25197,3.56e-06,0.00197,0.00181,1.712,1.7055,20348,2.39e-06,0.00158,0.00151,1.6769999999999998,1.653,0.9999071577810767
1651,13147,2.68e-06,0.00185,0.00145,1.65,1.6415,20348,2.39e-06,0.00158,0.00151,1.6769999999999998,1.653,0.9999180868840194
1652,11902,1.78e-06,0.00112,0.00158,1.594,1.675,20348,2.39e-06,0.00158,0.00151,1.6769999999999998,1.653,0.9999350240449022
1653,24426,2.91e-06,0.00147,0.00198,1.733,1.656,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999706170741439
1654,12867,1.71e-06,0.00115,0.00149,1.654,1.483,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999758702605468
1655,18426,1.66e-06,0.00159,0.00104,1.783,1.482,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999773127112317
1656,28371,3.15e-06,0.0016,0.00198,1.741,1.564,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999685222908721
1657,13541,1.98e-06,0.00133,0.00149,1.723,1.714,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999756233580603
1658,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999725339431494
1659,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999787948613009
1660,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999670875734369
1661,10319,1.41e-06,0.0011,0.00128,1.641,1.56,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.999977625677608
1662,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999758652255878
1663,27283,3.54e-06,0.00177,0.002,1.788,1.646,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999694923579193
1664,25424,2.23e-06,0.00159,0.00141,1.669,1.599,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999727651394626
1665,17798,3.09e-06,0.00157,0.00197,1.652,1.5,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999669731081107
1666,18443,2.48e-06,0.00159,0.00156,1.636,1.574,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.999971441271589
1667,18106,2.4e-06,0.00196,0.00122,1.756,1.62,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999730324234993
1668,13783,1.73e-06,0.00132,0.00132,1.658,1.48,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.99997575634613
1669,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999686056374735
1670,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999724784045292
1671,23197,2.03e-06,0.00107,0.0019,1.719,1.539,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999735434071012
1672,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999721567972756
1673,29223,2.35e-06,0.00127,0.00186,1.621,1.537,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999711745481862
1674,18890,2.54e-06,0.00141,0.0018,1.696,1.646,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999719430922758
1675,24132,2.5e-06,0.00165,0.00152,1.6030000000000002,1.5530000000000002,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999700998377359
1676,22132,1.58e-06,0.00131,0.00121,1.781,1.732,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999781217798962
1677,16727,2.05e-06,0.00159,0.00129,1.6669999999999998,1.51,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999741158695491
1678,11812,2.6e-06,0.00193,0.00135,1.53,1.499,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999696172092805
1679,24151,1.87e-06,0.00158,0.00118,1.758,1.556,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999758523688836
1680,22942,2.01e-06,0.0017,0.00118,1.6269999999999998,1.614,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999727880404973
1681,28304,2.27e-06,0.00114,0.002,1.764,1.525,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999734070246924
1682,19498,2.48e-06,0.0016699999999999998,0.00149,1.641,1.539,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999712610508615
1683,12759,1.84e-06,0.00113,0.0016300000000000002,1.634,1.57,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999750591898946
1684,24111,2.08e-06,0.00191,0.00109,1.75,1.655,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999742205870326
1685,26184,2.1000000000000002e-06,0.00135,0.00156,1.651,1.652,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999729131990753
1686,17809,2.73e-06,0.00155,0.00176,1.7619999999999998,1.483,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999725451540185
1687,24541,2.52e-06,0.00128,0.00198,1.641,1.5619999999999998,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999707139087687
1688,29608,3.73e-06,0.00199,0.00187,1.704,1.719,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.999964112664831
1689,10343,1.49e-06,0.00132,0.00112,1.713,1.706,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.999977839156642
1690,29664,2.22e-06,0.00124,0.0018,1.648,1.507,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999722396325392
1691,21870,3.28e-06,0.00185,0.00178,1.78,1.702,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999687239028922
1692,20513,3.55e-06,0.00193,0.00184,1.76,1.604,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.999966744498082
1693,28129,1.71e-06,0.00114,0.00149,1.6769999999999998,1.679,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999315900904756
1694,22201,2.54e-06,0.00147,0.00173,1.6880000000000002,1.6745,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999179777039102
1695,27624,1.77e-06,0.0015,0.00118,1.673,1.689,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.999930212441796
1696,17754,1.6e-06,0.00158,0.00101,1.704,1.651,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999327660039014
1697,15626,3.29e-06,0.00165,0.002,1.666,1.673,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999053838752949
1698,26379,2.3e-06,0.00119,0.00193,1.6880000000000002,1.6645,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999217812641251
1699,19179,1.78e-06,0.00128,0.0013800000000000002,1.646,1.676,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999303062294094
1700,29526,3.15e-06,0.00159,0.00198,1.699,1.6880000000000002,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.999908030911499
1701,26629,2.15e-06,0.00118,0.00183,1.695,1.671,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999231263906829
1702,29713,1.88e-06,0.00179,0.00105,1.668,1.6569999999999998,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999265705901671
1703,20831,2.1000000000000002e-06,0.00162,0.0013,1.645,1.675,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999234448876444
1704,24958,2.94e-06,0.00179,0.00164,1.6869999999999998,1.6895,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999116568528271
1705,14449,2.1000000000000002e-06,0.00177,0.00119,1.639,1.615,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999228343236275
1706,17513,2.71e-06,0.00141,0.00192,1.654,1.651,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999147739441047
1707,25197,3.56e-06,0.00197,0.00181,1.712,1.7055,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999016495075342
1708,13147,2.68e-06,0.00185,0.00145,1.65,1.6415,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999137433179511
1709,11902,1.78e-06,0.00112,0.00158,1.594,1.675,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.99992995021645
1710,20348,2.39e-06,0.00158,0.00151,1.6769999999999998,1.653,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,0.9999211897137307
1711,24426,2.91e-06,0.00147,0.00198,1.733,1.656,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999738718630614
1712,12867,1.71e-06,0.00115,0.00149,1.654,1.483,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999786933276937
1713,18426,1.66e-06,0.00159,0.00104,1.783,1.482,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999813877489148
1714,28371,3.15e-06,0.0016,0.00198,1.741,1.564,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999722594172369
1715,13541,1.98e-06,0.00133,0.00149,1.723,1.714,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999786672050386
1716,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999762909354344
1717,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999812837537934
1718,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999720167172429
1719,10319,1.41e-06,0.0011,0.00128,1.641,1.56,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.999979780216014
1720,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999791340084705
1721,27283,3.54e-06,0.00177,0.002,1.788,1.646,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999727191066088
1722,25424,2.23e-06,0.00159,0.00141,1.669,1.599,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999762910994046
1723,17798,3.09e-06,0.00157,0.00197,1.652,1.5,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.999970965988434
1724,18443,2.48e-06,0.00159,0.00156,1.636,1.574,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999749032702505
1725,18106,2.4e-06,0.00196,0.00122,1.756,1.62,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999769276670422
1726,13783,1.73e-06,0.00132,0.00132,1.658,1.48,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999792571517817
1727,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999720658612308
1728,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999761679968032
1729,23197,2.03e-06,0.00107,0.0019,1.719,1.539,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999763269006575
1730,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999747279129736
1731,29223,2.35e-06,0.00127,0.00186,1.621,1.537,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.999975431217197
1732,18890,2.54e-06,0.00141,0.0018,1.696,1.646,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999755381395764
1733,24132,2.5e-06,0.00165,0.00152,1.6030000000000002,1.5530000000000002,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999751955831611
1734,22132,1.58e-06,0.00131,0.00121,1.781,1.732,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999812209496985
1735,16727,2.05e-06,0.00159,0.00129,1.6669999999999998,1.51,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999776993151201
1736,11812,2.6e-06,0.00193,0.00135,1.53,1.499,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999743589659533
1737,24151,1.87e-06,0.00158,0.00118,1.758,1.556,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.999979525398907
1738,22942,2.01e-06,0.0017,0.00118,1.6269999999999998,1.614,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999768795584212
1739,28304,2.27e-06,0.00114,0.002,1.764,1.525,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999761862677123
1740,19498,2.48e-06,0.0016699999999999998,0.00149,1.641,1.539,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999753013282636
1741,12759,1.84e-06,0.00113,0.0016300000000000002,1.634,1.57,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.999977966694656
1742,24111,2.08e-06,0.00191,0.00109,1.75,1.655,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999781022451703
1743,26184,2.1000000000000002e-06,0.00135,0.00156,1.651,1.652,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999762102575493
1744,17809,2.73e-06,0.00155,0.00176,1.7619999999999998,1.483,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999757673891134
1745,24541,2.52e-06,0.00128,0.00198,1.641,1.5619999999999998,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999741652348608
1746,29608,3.73e-06,0.00199,0.00187,1.704,1.719,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999687886871841
1747,10343,1.49e-06,0.00132,0.00112,1.713,1.706,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999812622592044
1748,29664,2.22e-06,0.00124,0.0018,1.648,1.507,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999756006652806
1749,21870,3.28e-06,0.00185,0.00178,1.78,1.702,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999728573003106
1750,20513,3.55e-06,0.00193,0.00184,1.76,1.604,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999712851012069
1751,28129,1.71e-06,0.00114,0.00149,1.6769999999999998,1.679,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999383791342268
1752,22201,2.54e-06,0.00147,0.00173,1.6880000000000002,1.6745,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999257509702018
1753,27624,1.77e-06,0.0015,0.00118,1.673,1.689,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999394580634599
1754,17754,1.6e-06,0.00158,0.00101,1.704,1.651,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999414718153584
1755,15626,3.29e-06,0.00165,0.002,1.666,1.673,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999132224624426
1756,26379,2.3e-06,0.00119,0.00193,1.6880000000000002,1.6645,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999273479210713
1757,19179,1.78e-06,0.00128,0.0013800000000000002,1.646,1.676,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999377646987744
1758,29526,3.15e-06,0.00159,0.00198,1.699,1.6880000000000002,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999151725803787
1759,26629,2.15e-06,0.00118,0.00183,1.695,1.671,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999291933059706
1760,29713,1.88e-06,0.00179,0.00105,1.668,1.6569999999999998,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.99993524802356
1761,20831,2.1000000000000002e-06,0.00162,0.0013,1.645,1.675,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999319280971473
1762,24958,2.94e-06,0.00179,0.00164,1.6869999999999998,1.6895,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999194568139398
1763,14449,2.1000000000000002e-06,0.00177,0.00119,1.639,1.615,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999321399514233
1764,17513,2.71e-06,0.00141,0.00192,1.654,1.651,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999217987460272
1765,25197,3.56e-06,0.00197,0.00181,1.712,1.7055,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999107158213478
1766,13147,2.68e-06,0.00185,0.00145,1.65,1.6415,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999237848448034
1767,11902,1.78e-06,0.00112,0.00158,1.594,1.675,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999351648227113
1768,20348,2.39e-06,0.00158,0.00151,1.6769999999999998,1.653,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999293036879497
1769,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,15495,2.14e-06,0.00176,0.00121,1.619,1.625,0.9999233235064839
1770,24426,2.91e-06,0.00147,0.00198,1.733,1.656,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999765782686578
1771,12867,1.71e-06,0.00115,0.00149,1.654,1.483,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999817090738566
1772,18426,1.66e-06,0.00159,0.00104,1.783,1.482,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999832762006565
1773,28371,3.15e-06,0.0016,0.00198,1.741,1.564,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999755494716412
1774,13541,1.98e-06,0.00133,0.00149,1.723,1.714,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999809611879747
1775,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999792835911367
1776,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999842733806827
1777,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.999974320350845
1778,10319,1.41e-06,0.0011,0.00128,1.641,1.56,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.999983053692597
1779,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999821500621716
1780,27283,3.54e-06,0.00177,0.002,1.788,1.646,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999756082538801
1781,25424,2.23e-06,0.00159,0.00141,1.669,1.599,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999793856878985
1782,17798,3.09e-06,0.00157,0.00197,1.652,1.5,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999744984353047
1783,18443,2.48e-06,0.00159,0.00156,1.636,1.574,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.99997749660452
1784,18106,2.4e-06,0.00196,0.00122,1.756,1.62,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999795560129509
1785,13783,1.73e-06,0.00132,0.00132,1.658,1.48,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999813749417626
1786,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999752171993179
1787,11008,2.39e-06,0.00173,0.0013800000000000002,1.61,1.579,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999781297251734
1788,23197,2.03e-06,0.00107,0.0019,1.719,1.539,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999802854050709
1789,22904,2.76e-06,0.00147,0.00188,1.7480000000000002,1.722,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999776488048495
1790,29223,2.35e-06,0.00127,0.00186,1.621,1.537,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.999977817888711
1791,18890,2.54e-06,0.00141,0.0018,1.696,1.646,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999785427092864
1792,24132,2.5e-06,0.00165,0.00152,1.6030000000000002,1.5530000000000002,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999769964825725
1793,22132,1.58e-06,0.00131,0.00121,1.781,1.732,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999833969135093
1794,16727,2.05e-06,0.00159,0.00129,1.6669999999999998,1.51,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999804783048716
1795,11812,2.6e-06,0.00193,0.00135,1.53,1.499,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999761871913824
1796,24151,1.87e-06,0.00158,0.00118,1.758,1.556,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999819631674695
1797,22942,2.01e-06,0.0017,0.00118,1.6269999999999998,1.614,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999792904141863
1798,28304,2.27e-06,0.00114,0.002,1.764,1.525,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999792911427978
1799,19498,2.48e-06,0.0016699999999999998,0.00149,1.641,1.539,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999776307708268
1800,12759,1.84e-06,0.00113,0.0016300000000000002,1.634,1.57,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999808337110635
1801,24111,2.08e-06,0.00191,0.00109,1.75,1.655,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999802328439558
1802,26184,2.1000000000000002e-06,0.00135,0.00156,1.651,1.652,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.99997879475083
1803,17809,2.73e-06,0.00155,0.00176,1.7619999999999998,1.483,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999788701915358
1804,24541,2.52e-06,0.00128,0.00198,1.641,1.5619999999999998,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999773814529974
1805,29608,3.73e-06,0.00199,0.00187,1.704,1.719,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999714827325865
1806,10343,1.49e-06,0.00132,0.00112,1.713,1.706,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999837851801358
1807,29664,2.22e-06,0.00124,0.0018,1.648,1.507,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999786435240011
1808,21870,3.28e-06,0.00185,0.00178,1.78,1.702,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999755760284748
1809,20513,3.55e-06,0.00193,0.00184,1.76,1.604,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999744466186316
1810,28129,1.71e-06,0.00114,0.00149,1.6769999999999998,1.679,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.999947579632792
1811,22201,2.54e-06,0.00147,0.00173,1.6880000000000002,1.6745,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999357341428892
1812,27624,1.77e-06,0.0015,0.00118,1.673,1.689,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999469583762804
1813,17754,1.6e-06,0.00158,0.00101,1.704,1.651,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999490974271587
1814,15626,3.29e-06,0.00165,0.002,1.666,1.673,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999251662008333
1815,26379,2.3e-06,0.00119,0.00193,1.6880000000000002,1.6645,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999383316029611
1816,19179,1.78e-06,0.00128,0.0013800000000000002,1.646,1.676,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999469927398676
1817,29526,3.15e-06,0.00159,0.00198,1.699,1.6880000000000002,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999272322426758
1818,26629,2.15e-06,0.00118,0.00183,1.695,1.671,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.999940253316126
1819,29713,1.88e-06,0.00179,0.00105,1.668,1.6569999999999998,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999443322181177
1820,20831,2.1000000000000002e-06,0.00162,0.0013,1.645,1.675,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999420074317551
1821,24958,2.94e-06,0.00179,0.00164,1.6869999999999998,1.6895,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999299707633698
1822,14449,2.1000000000000002e-06,0.00177,0.00119,1.639,1.615,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.999941038920058
1823,17513,2.71e-06,0.00141,0.00192,1.654,1.651,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.999932724593473
1824,25197,3.56e-06,0.00197,0.00181,1.712,1.7055,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999210431175625
1825,13147,2.68e-06,0.00185,0.00145,1.65,1.6415,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999326585829075
1826,11902,1.78e-06,0.00112,0.00158,1.594,1.675,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999467162196511
1827,20348,2.39e-06,0.00158,0.00151,1.6769999999999998,1.653,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999374778394317
1828,17953,2.67e-06,0.00155,0.00172,1.659,1.6515,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999337916010366
1829,15495,2.14e-06,0.00176,0.00121,1.619,1.625,25562,1.56e-06,0.00124,0.00126,1.66,1.666,0.9999408508096493
1830,24426,2.91e-06,0.00147,0.00198,1.733,1.656,19242,2.55e-06,0.00159,0.0016,1.643,1.652,0.9999713428636641
1831,12867,1.71e-06,0.00115,0.00149,1.654,1.483,19242,2.55e-06,0.00159,0.0016,1.643,1.652,0.999976327495373
1832,18426,1.66e-06,0.00159,0.00104,1.783,1.482,19242,2.55e-06,0.00159,0.0016,1.643,1.652,0.9999777832990947
1833,28371,3.15e-06,0.0016,0.00198,1.741,1.564,19242,2.55e-06,0.00159,0.0016,1.643,1.652,0.999969418303826
1834,13541,1.98e-06,0.00133,0.00149,1.723,1.714,19242,2.55e-06,0.00159,0.0016,1.643,1.652,0.9999760281787032
1835,18763,2.35e-06,0.00173,0.00135,1.7380000000000002,1.5,19242,2.55e-06,0.00159,0.0016,1.643,1.652,0.9999732631759958
1836,29144,1.33e-06,0.00115,0.00116,1.699,1.5659999999999998,19242,2.55e-06,0.00159,0.0016,1.643,1.652,0.9999786568508937
1837,28148,3.12e-06,0.00178,0.00175,1.7280000000000002,1.477,19242,2.55e-06,0.00159,0.0016,1.643,1.652,0.9999675088142727
1838,10319,1.41e-06,0.0011,0.00128,1.641,1.56,19242,2.55e-06,0.00159,0.0016,1.643,1.652,0.9999779460125842
1839,26361,1.63e-06,0.00104,0.00157,1.6840000000000002,1.513,19242,2.55e-06,0.00159,0.0016,1.643,1.652,0.9999764804855198
1840,27283,3.54e-06,0.00177,0.002,1.788,1.646,19242,2.55e-06,0.00159,0.0016,1.643,1.652,0.999969694053912
1841,25424,2.23e-06,0.00159,0.00141,1.669,1.599,19242,2.55e-06,0.00159,0.0016,1.643,1.652,0.999973287469218
1842,17798,3.09e-06,0.00157,0.00197,1.652,1.5,19242,2.55e-06,0.00159,0.0016,1.643,1.652,0.9999681752324785
1843,18443,2.48e-06,0.00159,0.00156,1.636,1.574,19242,2.55e-06,0.00159,0.0016,1.643,1.652,0.9999718327485416
1844,18106,2.4e-06,0.00196,0.00122,1.756,1.62,19242,2.55e-06,0.00159,0.0016,1.643,1.652,0.9999736621282518
1845,13783,1.73e-06,0.00132,0.00132,1.658,1.48,19242,2.55e-06,0.00159,0.0016,1.643,1.652,0.9999756534841274
1846,28551,3.22e-06,0.00197,0.0016300000000000002,1.713,1.5830000000000002,19242,2.55e-06,0.00159,0.0016,1.643,1.652,0.999968821122548
